ticker,expiry,date,dte,underlying_price,portfolio_value,portfolio_delta,portfolio_vega,portfolio_gamma,portfolio_theta,delta_no_cost_rebal_1d_shares,delta_no_cost_rebal_1d_options,delta_no_cost_rebal_1d_daily_pnl,delta_no_cost_rebal_1d_hedge_pnl,delta_no_cost_rebal_1d_transaction_cost,delta_no_cost_rebal_1d_cumulative_pnl,delta_no_cost_rebal_1d_cumulative_costs,delta_no_cost_rebal_2d_shares,delta_no_cost_rebal_2d_options,delta_no_cost_rebal_2d_daily_pnl,delta_no_cost_rebal_2d_hedge_pnl,delta_no_cost_rebal_2d_transaction_cost,delta_no_cost_rebal_2d_cumulative_pnl,delta_no_cost_rebal_2d_cumulative_costs,delta_no_cost_rebal_5d_shares,delta_no_cost_rebal_5d_options,delta_no_cost_rebal_5d_daily_pnl,delta_no_cost_rebal_5d_hedge_pnl,delta_no_cost_rebal_5d_transaction_cost,delta_no_cost_rebal_5d_cumulative_pnl,delta_no_cost_rebal_5d_cumulative_costs,delta_no_cost_rebal_10d_shares,delta_no_cost_rebal_10d_options,delta_no_cost_rebal_10d_daily_pnl,delta_no_cost_rebal_10d_hedge_pnl,delta_no_cost_rebal_10d_transaction_cost,delta_no_cost_rebal_10d_cumulative_pnl,delta_no_cost_rebal_10d_cumulative_costs,delta_no_cost_rebal_21d_shares,delta_no_cost_rebal_21d_options,delta_no_cost_rebal_21d_daily_pnl,delta_no_cost_rebal_21d_hedge_pnl,delta_no_cost_rebal_21d_transaction_cost,delta_no_cost_rebal_21d_cumulative_pnl,delta_no_cost_rebal_21d_cumulative_costs,delta_with_cost_rebal_1d_shares,delta_with_cost_rebal_1d_options,delta_with_cost_rebal_1d_daily_pnl,delta_with_cost_rebal_1d_hedge_pnl,delta_with_cost_rebal_1d_transaction_cost,delta_with_cost_rebal_1d_cumulative_pnl,delta_with_cost_rebal_1d_cumulative_costs,delta_with_cost_rebal_2d_shares,delta_with_cost_rebal_2d_options,delta_with_cost_rebal_2d_daily_pnl,delta_with_cost_rebal_2d_hedge_pnl,delta_with_cost_rebal_2d_transaction_cost,delta_with_cost_rebal_2d_cumulative_pnl,delta_with_cost_rebal_2d_cumulative_costs,delta_with_cost_rebal_5d_shares,delta_with_cost_rebal_5d_options,delta_with_cost_rebal_5d_daily_pnl,delta_with_cost_rebal_5d_hedge_pnl,delta_with_cost_rebal_5d_transaction_cost,delta_with_cost_rebal_5d_cumulative_pnl,delta_with_cost_rebal_5d_cumulative_costs,delta_with_cost_rebal_10d_shares,delta_with_cost_rebal_10d_options,delta_with_cost_rebal_10d_daily_pnl,delta_with_cost_rebal_10d_hedge_pnl,delta_with_cost_rebal_10d_transaction_cost,delta_with_cost_rebal_10d_cumulative_pnl,delta_with_cost_rebal_10d_cumulative_costs,delta_with_cost_rebal_21d_shares,delta_with_cost_rebal_21d_options,delta_with_cost_rebal_21d_daily_pnl,delta_with_cost_rebal_21d_hedge_pnl,delta_with_cost_rebal_21d_transaction_cost,delta_with_cost_rebal_21d_cumulative_pnl,delta_with_cost_rebal_21d_cumulative_costs,delta_vega_no_cost_rebal_1d_shares,delta_vega_no_cost_rebal_1d_options,delta_vega_no_cost_rebal_1d_daily_pnl,delta_vega_no_cost_rebal_1d_hedge_pnl,delta_vega_no_cost_rebal_1d_transaction_cost,delta_vega_no_cost_rebal_1d_cumulative_pnl,delta_vega_no_cost_rebal_1d_cumulative_costs,delta_vega_no_cost_rebal_2d_shares,delta_vega_no_cost_rebal_2d_options,delta_vega_no_cost_rebal_2d_daily_pnl,delta_vega_no_cost_rebal_2d_hedge_pnl,delta_vega_no_cost_rebal_2d_transaction_cost,delta_vega_no_cost_rebal_2d_cumulative_pnl,delta_vega_no_cost_rebal_2d_cumulative_costs,delta_vega_no_cost_rebal_5d_shares,delta_vega_no_cost_rebal_5d_options,delta_vega_no_cost_rebal_5d_daily_pnl,delta_vega_no_cost_rebal_5d_hedge_pnl,delta_vega_no_cost_rebal_5d_transaction_cost,delta_vega_no_cost_rebal_5d_cumulative_pnl,delta_vega_no_cost_rebal_5d_cumulative_costs,delta_vega_no_cost_rebal_10d_shares,delta_vega_no_cost_rebal_10d_options,delta_vega_no_cost_rebal_10d_daily_pnl,delta_vega_no_cost_rebal_10d_hedge_pnl,delta_vega_no_cost_rebal_10d_transaction_cost,delta_vega_no_cost_rebal_10d_cumulative_pnl,delta_vega_no_cost_rebal_10d_cumulative_costs,delta_vega_no_cost_rebal_21d_shares,delta_vega_no_cost_rebal_21d_options,delta_vega_no_cost_rebal_21d_daily_pnl,delta_vega_no_cost_rebal_21d_hedge_pnl,delta_vega_no_cost_rebal_21d_transaction_cost,delta_vega_no_cost_rebal_21d_cumulative_pnl,delta_vega_no_cost_rebal_21d_cumulative_costs,delta_vega_with_cost_rebal_1d_shares,delta_vega_with_cost_rebal_1d_options,delta_vega_with_cost_rebal_1d_daily_pnl,delta_vega_with_cost_rebal_1d_hedge_pnl,delta_vega_with_cost_rebal_1d_transaction_cost,delta_vega_with_cost_rebal_1d_cumulative_pnl,delta_vega_with_cost_rebal_1d_cumulative_costs,delta_vega_with_cost_rebal_2d_shares,delta_vega_with_cost_rebal_2d_options,delta_vega_with_cost_rebal_2d_daily_pnl,delta_vega_with_cost_rebal_2d_hedge_pnl,delta_vega_with_cost_rebal_2d_transaction_cost,delta_vega_with_cost_rebal_2d_cumulative_pnl,delta_vega_with_cost_rebal_2d_cumulative_costs,delta_vega_with_cost_rebal_5d_shares,delta_vega_with_cost_rebal_5d_options,delta_vega_with_cost_rebal_5d_daily_pnl,delta_vega_with_cost_rebal_5d_hedge_pnl,delta_vega_with_cost_rebal_5d_transaction_cost,delta_vega_with_cost_rebal_5d_cumulative_pnl,delta_vega_with_cost_rebal_5d_cumulative_costs,delta_vega_with_cost_rebal_10d_shares,delta_vega_with_cost_rebal_10d_options,delta_vega_with_cost_rebal_10d_daily_pnl,delta_vega_with_cost_rebal_10d_hedge_pnl,delta_vega_with_cost_rebal_10d_transaction_cost,delta_vega_with_cost_rebal_10d_cumulative_pnl,delta_vega_with_cost_rebal_10d_cumulative_costs,delta_vega_with_cost_rebal_21d_shares,delta_vega_with_cost_rebal_21d_options,delta_vega_with_cost_rebal_21d_daily_pnl,delta_vega_with_cost_rebal_21d_hedge_pnl,delta_vega_with_cost_rebal_21d_transaction_cost,delta_vega_with_cost_rebal_21d_cumulative_pnl,delta_vega_with_cost_rebal_21d_cumulative_costs
AAPL.O,2024-08-16,2024-05-17,91,189.87,10000.0,79.72318339100349,513.5640138408305,32.04152249134948,-55.916955017301035,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,0.0,0.0,0.0,0.0,0.0,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917,-79.72318339100349,0.0,-75.68520415224917,0.0,75.68520415224917,-75.68520415224917,75.68520415224917
AAPL.O,2024-08-16,2024-05-20,88,191.04,10103.806228373702,117.50865051903111,503.0449826989619,31.34948096885813,-57.71626297577855,-117.50865051903111,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-117.50865051903111,0.0,-25.562574394463326,-93.27612456747309,36.09267820069198,-101.2477785467125,111.77788235294115,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-117.50865051903111,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,10.530103806228652,0.0,-117.50865051903111,0.0,-25.562574394463326,-93.27612456747309,36.09267820069198,-101.2477785467125,111.77788235294115,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917,-79.72318339100349,0.0,10.530103806228652,-93.27612456747309,0.0,-65.15510034602052,75.68520415224917
AAPL.O,2024-08-16,2024-05-21,87,192.35,10276.81660899654,156.0553633217993,497.3702422145329,30.380622837370243,-58.615916955017305,-156.0553633217993,0.0,19.074048442907042,-153.93633217993101,0.0,29.604152249135694,0.0,-156.0553633217993,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-156.0553633217993,0.0,-17.998252595155257,-153.93633217993101,37.0723010380623,-119.24603114186775,148.85018339100344,-156.0553633217993,0.0,-4.839463667819558,-104.43737024221475,73.41247404844286,-69.99456401384008,149.09767820069203,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917,-156.0553633217993,0.0,19.074048442907042,-153.93633217993101,0.0,29.604152249135694,0.0,-156.0553633217993,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,79.10311418685195,0.0,-156.0553633217993,0.0,-17.998252595155257,-153.93633217993101,37.0723010380623,-119.24603114186775,148.85018339100344,-156.0553633217993,0.0,-4.839463667819558,-104.43737024221475,73.41247404844286,-69.99456401384008,149.09767820069203,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917,-79.72318339100349,0.0,68.5730103806233,-104.43737024221475,0.0,3.4179100346027838,75.68520415224917
AAPL.O,2024-08-16,2024-05-22,86,190.9,10138.408304498269,109.34256055363329,498.06228373702425,31.34948096885813,-59.16955017301038,-109.34256055363329,0.0,87.87197231833639,226.2802768166072,0.0,117.47612456747208,0.0,-156.0553633217993,0.0,87.87197231833639,226.2802768166072,0.0,166.97508650518836,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-109.34256055363329,0.0,43.28460207612194,226.2802768166072,44.58737024221445,-75.9614290657458,193.43755363321787,-156.0553633217993,0.0,87.87197231833639,226.2802768166072,0.0,17.877408304496313,149.09767820069203,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917,-109.34256055363329,0.0,87.87197231833639,226.2802768166072,0.0,117.47612456747208,0.0,-156.0553633217993,0.0,87.87197231833639,226.2802768166072,0.0,166.97508650518836,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,56.29342560553529,0.0,-109.34256055363329,0.0,43.28460207612194,226.2802768166072,44.58737024221445,-75.9614290657458,193.43755363321787,-156.0553633217993,0.0,87.87197231833639,226.2802768166072,0.0,17.877408304496313,149.09767820069203,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917,-79.72318339100349,0.0,-22.809688581316664,115.59861591695415,0.0,-19.39177854671388,75.68520415224917
AAPL.O,2024-08-16,2024-05-23,85,186.88,9930.795847750866,-18.96193771626298,502.00692041522495,33.010380622837374,-57.85467128027682,18.96193771626298,0.0,231.94463667820344,439.5570934256069,0.0,349.4207612456755,0.0,18.96193771626298,0.0,419.7301038062312,627.3425605536347,0.0,586.7051903114195,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,18.96193771626298,0.0,112.05691349481235,439.5570934256069,119.88772318339109,36.095484429066545,313.32527681660895,18.96193771626298,0.0,256.19393771626585,627.3425605536347,163.5361660899654,274.0713460207622,312.6338442906574,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917,18.96193771626298,0.0,231.94463667820344,439.5570934256069,0.0,349.4207612456755,0.0,18.96193771626298,0.0,419.7301038062312,627.3425605536347,0.0,586.7051903114195,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,169.16816608996663,0.0,18.96193771626298,0.0,112.05691349481235,439.5570934256069,119.88772318339109,36.095484429066545,313.32527681660895,18.96193771626298,0.0,256.19393771626585,627.3425605536347,163.5361660899654,274.0713460207622,312.6338442906574,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917,-79.72318339100349,0.0,112.87474048443136,320.48719723183484,0.0,93.48296193771748,75.68520415224917
AAPL.O,2024-08-16,2024-05-24,84,189.98,9965.397923875433,80.8304498269896,494.3252595155709,31.972318339100347,-59.792387543252595,-80.8304498269896,0.0,93.38408304498238,58.78200692041513,0.0,442.8048442906579,0.0,18.96193771626298,0.0,93.38408304498238,58.78200692041513,0.0,680.0892733564019,0.0,-80.8304498269896,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-80.8304498269896,0.0,-1.408705882353246,58.78200692041513,94.79278892733562,34.6867785467133,408.11806574394456,18.96193771626298,0.0,93.38408304498238,58.78200692041513,0.0,367.45542906574457,312.6338442906574,-80.8304498269896,0.0,-213.59158477508632,-247.14186851211036,1.0517923875432011,-120.10862283736884,76.73699653979237,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-119.05683044982564,75.68520415224917,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-119.05683044982564,75.68520415224917,-80.8304498269896,0.0,93.38408304498238,58.78200692041513,0.0,442.8048442906579,0.0,18.96193771626298,0.0,93.38408304498238,58.78200692041513,0.0,680.0892733564019,0.0,-80.8304498269896,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-43.37162629757648,0.0,-80.8304498269896,0.0,-1.408705882353246,58.78200692041513,94.79278892733562,34.6867785467133,408.11806574394456,18.96193771626298,0.0,93.38408304498238,58.78200692041513,0.0,367.45542906574457,312.6338442906574,-80.8304498269896,0.0,-213.59158477508632,-247.14186851211036,1.0517923875432011,-120.10862283736884,76.73699653979237,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-119.05683044982564,75.68520415224917,-79.72318339100349,0.0,-212.53979238754312,-247.14186851211036,0.0,-119.05683044982564,75.68520415224917
AAPL.O,2024-08-16,2024-05-28,80,189.99,10207.612456747407,77.78546712802773,483.1833910034602,31.07266435986159,-64.15224913494811,-77.78546712802773,0.0,241.4062283737029,-0.8083044982714581,0.0,684.2110726643608,0.0,-77.78546712802773,0.0,242.40415224913735,0.1896193771629963,0.0,922.4934256055393,0.0,-80.8304498269896,0.0,241.4062283737029,-0.8083044982714581,0.0,198.03460207612642,0.0,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,198.0456747404863,0.0,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,198.0456747404863,0.0,-77.78546712802773,0.0,238.5136470588241,-0.8083044982714581,2.892581314878819,273.20042560553736,411.0106470588234,-77.78546712802773,0.0,150.4989550173034,0.1896193771629963,91.90519723183398,517.9543840830479,404.5390415224914,-80.8304498269896,0.0,241.4062283737029,-0.8083044982714581,0.0,121.29760553633406,76.73699653979237,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,122.36047058823715,75.68520415224917,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,122.36047058823715,75.68520415224917,-77.78546712802773,0.0,241.4062283737029,-0.8083044982714581,0.0,684.2110726643608,0.0,-77.78546712802773,0.0,242.40415224913735,0.1896193771629963,0.0,922.4934256055393,0.0,-80.8304498269896,0.0,241.4062283737029,-0.8083044982714581,0.0,198.03460207612642,0.0,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,198.0456747404863,0.0,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,198.0456747404863,0.0,-77.78546712802773,0.0,238.5136470588241,-0.8083044982714581,2.892581314878819,273.20042560553736,411.0106470588234,-77.78546712802773,0.0,150.4989550173034,0.1896193771629963,91.90519723183398,517.9543840830479,404.5390415224914,-80.8304498269896,0.0,241.4062283737029,-0.8083044982714581,0.0,121.29760553633406,76.73699653979237,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,122.36047058823715,75.68520415224917,-79.72318339100349,0.0,241.4173010380628,-0.7972318339115757,0.0,122.36047058823715,75.68520415224917
AAPL.O,2024-08-16,2024-05-29,79,190.29,10380.622837370243,82.00692041522484,480.0692041522491,30.44982698961938,-66.08996539792388,-82.00692041522484,0.0,149.67474048442924,-23.335640138406994,0.0,833.88581314879,0.0,-77.78546712802773,0.0,149.67474048442924,-23.335640138406994,0.0,1072.1681660899685,0.0,-80.8304498269896,0.0,148.76124567474074,-24.2491349480955,0.0,346.79584775086715,0.0,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,347.1391003460228,0.0,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,347.1391003460228,0.0,-82.00692041522484,0.0,145.65823875432554,-23.335640138406994,4.016501730103688,418.8586643598629,415.0271487889271,-77.78546712802773,0.0,149.67474048442924,-23.335640138406994,0.0,667.6291245674771,404.5390415224914,-80.8304498269896,0.0,148.76124567474074,-24.2491349480955,0.0,270.0588512110748,76.73699653979237,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,271.4538961937737,75.68520415224917,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,271.4538961937737,75.68520415224917,-82.00692041522484,0.0,149.67474048442924,-23.335640138406994,0.0,833.88581314879,0.0,-77.78546712802773,0.0,149.67474048442924,-23.335640138406994,0.0,1072.1681660899685,0.0,-80.8304498269896,0.0,148.76124567474074,-24.2491349480955,0.0,346.79584775086715,0.0,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,347.1391003460228,0.0,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,347.1391003460228,0.0,-82.00692041522484,0.0,145.65823875432554,-23.335640138406994,4.016501730103688,418.8586643598629,415.0271487889271,-77.78546712802773,0.0,149.67474048442924,-23.335640138406994,0.0,667.6291245674771,404.5390415224914,-80.8304498269896,0.0,148.76124567474074,-24.2491349480955,0.0,270.0588512110748,76.73699653979237,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,271.4538961937737,75.68520415224917,-79.72318339100349,0.0,149.09342560553654,-23.91695501729969,0.0,271.4538961937737,75.68520415224917
AAPL.O,2024-08-16,2024-05-30,78,191.29,10830.44982698962,113.49480968858131,475.916955017301,28.92733564013841,-69.20415224913495,-113.49480968858131,0.0,367.8200692041512,-82.00692041522484,0.0,1201.7058823529412,0.0,-113.49480968858131,0.0,372.0415224913483,-77.78546712802773,0.0,1444.2096885813169,0.0,-80.8304498269896,0.0,368.99653979238644,-80.8304498269896,0.0,715.7923875432537,0.0,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,717.2429065743954,0.0,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,717.2429065743954,0.0,-113.49480968858131,0.0,337.70347750864937,-82.00692041522484,30.116591695501796,756.5621418685123,445.1437404844289,-113.49480968858131,0.0,337.88732179930685,-77.78546712802773,34.15420069204147,1005.516446366784,438.69324221453286,-80.8304498269896,0.0,368.99653979238644,-80.8304498269896,0.0,639.0553910034612,76.73699653979237,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,641.5577024221462,75.68520415224917,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,641.5577024221462,75.68520415224917,-113.49480968858131,0.0,367.8200692041512,-82.00692041522484,0.0,1201.7058823529412,0.0,-113.49480968858131,0.0,372.0415224913483,-77.78546712802773,0.0,1444.2096885813169,0.0,-80.8304498269896,0.0,368.99653979238644,-80.8304498269896,0.0,715.7923875432537,0.0,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,717.2429065743954,0.0,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,717.2429065743954,0.0,-113.49480968858131,0.0,337.70347750864937,-82.00692041522484,30.116591695501796,756.5621418685123,445.1437404844289,-113.49480968858131,0.0,337.88732179930685,-77.78546712802773,34.15420069204147,1005.516446366784,438.69324221453286,-80.8304498269896,0.0,368.99653979238644,-80.8304498269896,0.0,639.0553910034612,76.73699653979237,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,641.5577024221462,75.68520415224917,-79.72318339100349,0.0,370.10380622837255,-79.72318339100349,0.0,641.5577024221462,75.68520415224917
AAPL.O,2024-08-16,2024-05-31,77,192.25,10536.332179930796,145.60553633217995,471.0034602076124,29.55017301038062,-67.47404844290658,-145.60553633217995,0.0,-403.0726643598624,-108.95501730103896,0.0,798.6332179930788,0.0,-113.49480968858131,0.0,-403.0726643598624,-108.95501730103896,0.0,1041.1370242214543,0.0,-80.8304498269896,0.0,-371.7148788927341,-77.59723183391066,0.0,344.0775086505196,0.0,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,346.591003460208,0.0,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,346.591003460208,0.0,-145.60553633217995,0.0,-433.93910034602163,-108.95501730103896,30.866435986159193,322.62304152249067,476.01017647058814,-113.49480968858131,0.0,-403.0726643598624,-108.95501730103896,0.0,602.4437820069215,438.69324221453286,-80.8304498269896,0.0,-371.7148788927341,-77.59723183391066,0.0,267.3405121107271,76.73699653979237,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,270.90579930795883,75.68520415224917,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,270.90579930795883,75.68520415224917,-145.60553633217995,0.0,-403.0726643598624,-108.95501730103896,0.0,798.6332179930788,0.0,-113.49480968858131,0.0,-403.0726643598624,-108.95501730103896,0.0,1041.1370242214543,0.0,-80.8304498269896,0.0,-371.7148788927341,-77.59723183391066,0.0,344.0775086505196,0.0,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,346.591003460208,0.0,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,346.591003460208,0.0,-145.60553633217995,0.0,-433.93910034602163,-108.95501730103896,30.866435986159193,322.62304152249067,476.01017647058814,-113.49480968858131,0.0,-403.0726643598624,-108.95501730103896,0.0,602.4437820069215,438.69324221453286,-80.8304498269896,0.0,-371.7148788927341,-77.59723183391066,0.0,267.3405121107271,76.73699653979237,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,270.90579930795883,75.68520415224917,-79.72318339100349,0.0,-370.6519031141874,-76.53425605536398,0.0,270.90579930795883,75.68520415224917
